PhraseID,NL
QID13_Choice19,Posturaal orthostatisch tachycardiesyndroom (POTS)
QID13_Choice20,Bloedarmoede
QID13_Choice25,Myalgische encefalomyelitis / chronisch vermoeidheidssyndroom (ME/CVS)
QID13_Choice29,Lucide dromen (dromen waarvan u zich bewust bent dat u droomt of enige controle heeft over wat u droomt)
QID13_Choice30,Levendige dromen
QID13_Choice31,Nachtmerries
QID13_Choice32,Nachtzweten
QID13_Choice33,Rustelozebenensyndroom
QID13_Choice34,Slaapapneu
QID13_Choice35,Zwaarlijvigheid
QID13_Choice38,Interstitiële cystitis (blaaspijnsyndroom)
QID13_Choice39,Ehlers-Danlos-syndroom (EDS)
QID13_Choice43,"<span style = ""font-size: 16px;""> <strong> Geen van bovenstaande </strong> </span>"
QID13_Choice44,Allergieën van onbekende oorsprong
QID13_Choice45,"Milieuallergieën (stof, schimmel)"
QID13_Choice47,Autisme
QID13_Choice48,Endometriose
QID13_Choice49,Auto-immuun / reumatologische aandoeningen
QID13_Choice50,Ziekte van Crohn
QID13_Choice51,Andere gastro-intestinale problemen
QID13_Choice52,Colitis ulcerosa
QID13_Choice60,Astma
QID13_Choice62,COPD
QID13_Choice63,Tuberculose
QID13_Choice64,Eczeem
QID13_Choice65,"Virale huidaandoeningen (koortsblaasjes, herpes, wratten, molluscum)"
QID13_Choice66,Dementie
QID13_Choice67,Toevallen / epilepsie
QID13_Choice68,Migraine
QID13_Choice69,ALS
QID13_Choice70,Ziekte van Parkinson
QID13_Choice71,Multiple sclerose
QID13_Choice72,Perifere neuropathie
QID13_Choice73,Fibromyalgie
QID13_Choice74,Coronaire hartziekte
QID13_Choice75,Hartfalen
QID13_Choice76,Hypertensie (hoge bloeddruk)
QID13_Choice77,Hypotensie (lage bloeddruk)
QID13_Choice78,Bloedstolling in het verleden
QID13_Choice79,Beroerte in het verleden
QID13_Choice80,Hoog cholesterol / hyperlipidemie
QID13_Choice81,Mitralisklepprolaps
QID13_Choice82,Prikkelbare Darm Syndroom (PBS/IBS)
QID13_Choice83,Chronische nierziekte
QID13_Choice84,Hepatitis (A/B/C)
QID13_Choice85,Terugkerende bacteriële infecties
QID13_Choice86,Terugkerende virale infecties
QID13_Choice87,IgA-deficiëntie
QID13_Choice88,TMJ (temporomandibulaire gewrichtsdisfunctie)
QID13_Choice90,Duizeligheid
QID13_Choice91,Zicht: bijziend / verziend
QID14_QuestionText,"Geef andere reeds bestaande aandoeningen/diagnoses aan die hier niet worden vermeld. Als dit er meerdere zijn, scheid ze dan met een komma. Geef alleen de aandoening op, geen beschrijvingen of toelichtingen.&nbsp;"
QID15_QuestionText,Veranderde één of meerdere van uw reeds bestaande aandoeningen tijdens uw COVID19-symptomen?
QID15_Choice1,"Ja, ze werden erger."
QID15_Choice2,"Ja, ze verbeterden."
QID15_Choice3,"Sommige verbeterden, andere bleven hetzelfde, andere werden slechter (geef een uitleg in de tekstvakken op de volgende pagina)."
QID15_Choice4,"Nee, ze bleven hetzelfde."
QID15_Choice5,N.v.t. (Ik had geen reeds bestaande aandoening)
QID16_QuestionText,"Als één van uw reeds bestaande aandoeningen erger is geworden, geef dan hier een beschrijving. (optioneel)"
QID17_QuestionText,"Als één van uw reeds bestaande aandoeningen is verbeterd, geef dan hier een beschrijving. (optioneel)"
QID19_QuestionText,"Wat is uw bloedgroep? Als u dit niet weet, kies 'Weet ik niet'.&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); font-family: -webkit-standard; font-size: 16px;""><span style=""color: rgb(231, 76, 60);"">*</span></span>"
QID19_Choice1,O positief
QID19_Choice2,O negatief
QID19_Choice3,A positief
QID19_Choice4,A negatief
QID19_Choice5,B positief
QID19_Choice6,B negatief
QID19_Choice7,AB positief
QID19_Choice8,AB negatief
QID19_Choice9,Weet ik niet
QID239_QuestionText,"<strong><span style=""font-size:19px;"">Ziekenhuisopname</span></strong>"
QID65_QuestionText,"Heeft u een arts(en) geraadpleegd voor uw COVID-symptomen? Selecteer alles wat van toepassing is. Dit kunnen zowel fysieke afspraken zijn als afspraken op afstand, zoals een telefoongesprek.&nbsp;&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*&nbsp;</span>"
QID65_Choice1,Mijn huisarts
QID65_Choice2,Ziekenhuisarts
QID65_Choice3,Cardioloog
QID65_Choice4,Neuroloog/Neuroimmunoloog
QID65_Choice5,Hematoloog
QID65_Choice6,Psychiater
QID65_Choice7,Gastro-enteroloog (MDL-arts)
QID65_Choice8,Reumatoloog
QID65_Choice9,Infectioloog
QID65_Choice10,Dermatoloog
QID65_Choice11,Longarts
QID65_Choice12,Alternatief geneeskundige
QID65_Choice13,Ik heb geen contact met een arts gehad
QID65_Choice14,Andere
QID65_Choice15,Verloskundige/Gynaecoloog (OB-GYN)
QID65_Choice16,Immunoloog/Allergoloog
QID62_QuestionText,"Bent u in het ziekenhuis opgenomen geweest?&nbsp;&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID62_Choice1,Ja
QID62_Choice2,Nee
QID62_Choice3,Ik bezocht de Spoedeisende Hulp maar werd niet opgenomen/heb geen nacht in het ziekenhuis gelegen
QID63_QuestionText,"Zo ja, hoe lang bent u in het ziekenhuis opgenomen geweest? [Aantal dagen]&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID64_QuestionText,"Kreeg u zuurstof in het ziekenhuis?&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID64_Choice1,"Ja, neuscanule"
QID64_Choice2,"Ja, ik werd geïntubeerd"
QID64_Choice3,Nee
QID64_Choice4,Andere
QID64_Choice5,Ik ben niet in het ziekenhuis opgenomen geweest
QID66_QuestionText,"(Optioneel) Als u wilt, beschrijf uw ervaring met de medische zorg."
QID20_QuestionText,"Bent u getest op COVID-19 met een wattenstaafje? (Deze vraag gaat niet over antistoffentests, welke in een ander deel van deze enquête aan de orde komen.)&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); font-family: -webkit-standard; font-size: 16px;""><span style=""color: rgb(231, 76, 60);"">*</span></span>"
QID20_Choice1,"Ja, ik ben ten minste één keer getest."
QID20_Choice2,"Nee, ik heb niet geprobeerd een test te krijgen."
QID20_Choice3,"Nee, ik heb geprobeerd een test te krijgen maar dit is niet gelukt."
QID22_QuestionText,"Hoe vaak werd u getest? (wattenstaafje)&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); font-family: -webkit-standard; font-size: 16px;""><span style=""color: rgb(231, 76, 60);"">*</span></span>"
QID22_Choice4,1
QID22_Choice5,2
QID22_Choice6,3
QID22_Choice9,Andere
QID330_QuestionText,"Op welke datum werd u&nbsp;<span style=""color: rgb(231, 76, 60);"">voor het eerst</span>&nbsp;getest? (als u de precieze datum niet meer herinnert, geef een schatting)&nbsp;<span style=""font-family: -webkit-standard; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); font-size: 16px;""><span style=""color: rgb(231, 76, 60);"">*</span></span>"
QID330_Choice1,Maak een keuze:
QID330_Subquestion1_QuestionText,Maand
QID330_Subquestion1_Choice1,Maak een keuze:
QID330_Subquestion1_Answer1,januari
QID330_Subquestion1_Answer2,februari
QID330_Subquestion1_Answer3,maart
QID330_Subquestion1_Answer4,april
QID330_Subquestion1_Answer5,mei
QID330_Subquestion1_Answer6,juni
QID330_Subquestion1_Answer7,juli
QID330_Subquestion1_Answer8,augustus
QID330_Subquestion1_Answer9,september
QID330_Subquestion1_Answer10,oktober
QID330_Subquestion1_Answer11,november
QID330_Subquestion1_Answer12,december
QID330_Subquestion2_QuestionText,Dag
QID330_Subquestion2_Choice1,Maak een keuze:
QID330_Subquestion2_Answer1,1
QID330_Subquestion2_Answer2,2
QID330_Subquestion2_Answer3,3
QID330_Subquestion2_Answer4,4
QID330_Subquestion2_Answer5,5
QID330_Subquestion2_Answer6,6
QID330_Subquestion2_Answer7,7
QID330_Subquestion2_Answer8,8
QID330_Subquestion2_Answer9,9
QID330_Subquestion2_Answer10,10
QID330_Subquestion2_Answer11,11
QID330_Subquestion2_Answer12,12
QID330_Subquestion2_Answer13,13
QID330_Subquestion2_Answer14,14
QID330_Subquestion2_Answer15,15
QID330_Subquestion2_Answer16,16
QID330_Subquestion2_Answer17,17
QID330_Subquestion2_Answer18,18
QID330_Subquestion2_Answer19,19
QID330_Subquestion2_Answer20,20
QID330_Subquestion2_Answer21,21
QID330_Subquestion2_Answer22,22
QID330_Subquestion2_Answer23,23
QID330_Subquestion2_Answer24,24
QID330_Subquestion2_Answer25,25
QID330_Subquestion2_Answer26,26
QID330_Subquestion2_Answer27,27
QID330_Subquestion2_Answer28,28
QID330_Subquestion2_Answer29,29
QID330_Subquestion2_Answer30,30
QID330_Subquestion2_Answer31,31
QID330_Subquestion3_QuestionText,Jaar
QID330_Subquestion3_Choice1,Maak een keuze:
QID330_Subquestion3_Answer1,1900
QID330_Subquestion3_Answer2,1901
QID330_Subquestion3_Answer3,1902
QID330_Subquestion3_Answer4,1903
QID330_Subquestion3_Answer5,1904
QID330_Subquestion3_Answer6,1905
QID330_Subquestion3_Answer7,1906
QID330_Subquestion3_Answer8,1907
QID330_Subquestion3_Answer9,1908
QID330_Subquestion3_Answer10,1909
QID330_Subquestion3_Answer11,1910
QID330_Subquestion3_Answer12,1911
QID330_Subquestion3_Answer13,1912
QID330_Subquestion3_Answer14,1913
QID330_Subquestion3_Answer15,1914
QID330_Subquestion3_Answer16,1915
QID330_Subquestion3_Answer17,1916
QID330_Subquestion3_Answer18,1917
QID330_Subquestion3_Answer19,1918
QID330_Subquestion3_Answer20,1919
QID330_Subquestion3_Answer21,1920
QID330_Subquestion3_Answer22,1921
QID330_Subquestion3_Answer23,1922
QID330_Subquestion3_Answer24,1923
QID330_Subquestion3_Answer25,1924
QID330_Subquestion3_Answer26,1925
QID330_Subquestion3_Answer27,1926
QID330_Subquestion3_Answer28,1927
QID330_Subquestion3_Answer29,1928
QID330_Subquestion3_Answer30,1929
QID330_Subquestion3_Answer31,1930
QID330_Subquestion3_Answer32,1931
QID330_Subquestion3_Answer33,1932
QID330_Subquestion3_Answer34,1933
QID330_Subquestion3_Answer35,1934
QID330_Subquestion3_Answer36,1935
QID330_Subquestion3_Answer37,1936
QID330_Subquestion3_Answer38,1937
QID330_Subquestion3_Answer39,1938
QID330_Subquestion3_Answer40,1939
QID330_Subquestion3_Answer41,1940
QID330_Subquestion3_Answer42,1941
QID330_Subquestion3_Answer43,1942
QID330_Subquestion3_Answer44,1943
QID330_Subquestion3_Answer45,1944
QID330_Subquestion3_Answer46,1945
QID330_Subquestion3_Answer47,1946
QID330_Subquestion3_Answer48,1947
QID330_Subquestion3_Answer49,1948
QID330_Subquestion3_Answer50,1949
QID330_Subquestion3_Answer51,1950
QID330_Subquestion3_Answer52,1951
QID330_Subquestion3_Answer53,1952
QID330_Subquestion3_Answer54,1953
QID330_Subquestion3_Answer55,1954
QID330_Subquestion3_Answer56,1955
QID330_Subquestion3_Answer57,1956
QID330_Subquestion3_Answer58,1957
QID330_Subquestion3_Answer59,1958
QID330_Subquestion3_Answer60,1959
QID330_Subquestion3_Answer61,1960
QID330_Subquestion3_Answer62,1961
QID330_Subquestion3_Answer63,1962
QID330_Subquestion3_Answer64,1963
QID330_Subquestion3_Answer65,1964
QID330_Subquestion3_Answer66,1965
QID330_Subquestion3_Answer67,1966
QID330_Subquestion3_Answer68,1967
QID330_Subquestion3_Answer69,1968
QID330_Subquestion3_Answer70,1969
QID330_Subquestion3_Answer71,1970
QID330_Subquestion3_Answer72,1971
QID330_Subquestion3_Answer73,1972
QID330_Subquestion3_Answer74,1973
QID330_Subquestion3_Answer75,1974
QID330_Subquestion3_Answer76,1975
QID330_Subquestion3_Answer77,1976
QID330_Subquestion3_Answer78,1977
QID330_Subquestion3_Answer79,1978
QID330_Subquestion3_Answer80,1979
QID330_Subquestion3_Answer81,1980
QID330_Subquestion3_Answer82,1981
QID330_Subquestion3_Answer83,1982
QID330_Subquestion3_Answer84,1983
QID330_Subquestion3_Answer85,1984
QID330_Subquestion3_Answer86,1985
QID330_Subquestion3_Answer87,1986
QID330_Subquestion3_Answer88,1987
QID330_Subquestion3_Answer89,1988
QID330_Subquestion3_Answer90,1989
QID330_Subquestion3_Answer91,1990
QID330_Subquestion3_Answer92,1991
QID330_Subquestion3_Answer93,1992
QID330_Subquestion3_Answer94,1993
QID330_Subquestion3_Answer95,1994
QID330_Subquestion3_Answer96,1995
QID330_Subquestion3_Answer97,1996
QID330_Subquestion3_Answer98,1997
QID330_Subquestion3_Answer99,1998
QID330_Subquestion3_Answer100,1999
QID330_Subquestion3_Answer101,2000
QID330_Subquestion3_Answer102,2001
QID330_Subquestion3_Answer103,2002
QID330_Subquestion3_Answer104,2003
QID330_Subquestion3_Answer105,2004
QID330_Subquestion3_Answer106,2005
QID330_Subquestion3_Answer107,2006
QID330_Subquestion3_Answer108,2007
QID330_Subquestion3_Answer109,2008
QID330_Subquestion3_Answer110,2009
QID330_Subquestion3_Answer111,2010
QID330_Subquestion3_Answer112,2011
QID330_Subquestion3_Answer113,2012
QID330_Subquestion3_Answer114,2013
QID330_Subquestion3_Answer115,2014
QID330_Subquestion3_Answer116,2015
QID330_Subquestion3_Answer117,2016
QID330_Subquestion3_Answer118,2017
QID330_Subquestion3_Answer119,2018
QID330_Subquestion3_Answer120,2019
QID330_Subquestion3_Answer121,2020
QID330_Subquestion3_Answer122,2021
QID330_Subquestion3_Answer123,2022
QID330_Subquestion3_Answer124,2023
QID330_Subquestion3_Answer125,2024
QID330_Subquestion3_Answer126,2025
QID330_Subquestion3_Answer127,2026
QID330_Subquestion3_Answer128,2027
QID330_Subquestion3_Answer129,2028
QID330_Subquestion3_Answer130,2029
QID330_Subquestion3_Answer131,2030
QID330_Subquestion3_Answer132,2031
QID330_Subquestion3_Answer133,2032
QID330_Subquestion3_Answer134,2033
QID330_Subquestion3_Answer135,2034
QID330_Subquestion3_Answer136,2035
QID330_Subquestion3_Answer137,2036
QID330_Subquestion3_Answer138,2037
QID330_Subquestion3_Answer139,2038
QID330_Subquestion3_Answer140,2039
QID330_Subquestion3_Answer141,2040
QID330_Subquestion3_Answer142,2041
QID330_Subquestion3_Answer143,2042
QID330_Subquestion3_Answer144,2043
QID330_Subquestion3_Answer145,2044
QID330_Subquestion3_Answer146,2045
QID330_Subquestion3_Answer147,2046
QID330_Subquestion3_Answer148,2047
QID330_Subquestion3_Answer149,2048
QID330_Subquestion3_Answer150,2049
QID296_QuestionText,Is dit een geschatte datum?
QID296_Choice1,Dit is een geschatte datum
QID24_QuestionText,"Wat voor soort test was uw&nbsp;<span style=""caret-color: rgb(231, 76, 60); color: rgb(231, 76, 60);"">eerste</span>&nbsp;COVID-19 test?➘<div><span style=""font-size:16px;""><strong>&nbsp;</strong></span></div>"
QID24_Choice1,"Neus, oppervlakkig (neusslijm van de neusvleugels, zonder diep in de neus en keel te gaan)"
QID24_Choice2,"Neus, diep (neusslijm van achteraan de neusvleugels, door diep in de neus en keel te gaan)<br />➘<br />➘<img src=""https://qfreeaccountssjc1.az1.qualtrics.com/CP/Graphic.php?IM=IM_1Y88OHV4v4cQAND"" style=""width: 270px; height: 207px;"" />"
QID24_Choice3,Keel
QID24_Choice4,Anders
QID26_QuestionText,"Wat was uw testuitslag?&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID26_Choice1,Positief
QID26_Choice2,Negatief
QID26_Choice3,Onduidelijk/Ik wacht nog op resultaten
QID29_QuestionText,"Op welke datum werd u voor de&nbsp;<span style=""caret-color: rgb(231, 76, 60); color: rgb(231, 76, 60);"">tweede keer</span>&nbsp;getest? (als u de precieze datum niet meer herinnert, geef een schatting)&nbsp;<span style=""font-family: -webkit-standard; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); font-size: 16px;""><span style=""color: rgb(231, 76, 60);"">*</span></span>"
QID29_Choice1,Maak een keuze:
QID29_Subquestion1_QuestionText,Maand
QID29_Subquestion1_Choice1,Maak een keuze:
QID29_Subquestion1_Answer1,januari
QID29_Subquestion1_Answer2,februari
QID29_Subquestion1_Answer3,maart
QID29_Subquestion1_Answer4,april
QID29_Subquestion1_Answer5,mei
QID29_Subquestion1_Answer6,juni
QID29_Subquestion1_Answer7,juli
QID29_Subquestion1_Answer8,augustus
QID29_Subquestion1_Answer9,september
QID29_Subquestion1_Answer10,oktober
QID29_Subquestion1_Answer11,november
QID29_Subquestion1_Answer12,december
QID29_Subquestion2_QuestionText,Dag
QID29_Subquestion2_Choice1,Maak een keuze:
QID29_Subquestion2_Answer1,1
QID29_Subquestion2_Answer2,2
QID29_Subquestion2_Answer3,3
QID29_Subquestion2_Answer4,4
QID29_Subquestion2_Answer5,5
QID29_Subquestion2_Answer6,6
QID29_Subquestion2_Answer7,7
QID29_Subquestion2_Answer8,8
QID29_Subquestion2_Answer9,9
QID29_Subquestion2_Answer10,10
QID29_Subquestion2_Answer11,11
QID29_Subquestion2_Answer12,12
QID29_Subquestion2_Answer13,13
QID29_Subquestion2_Answer14,14
QID29_Subquestion2_Answer15,15
QID29_Subquestion2_Answer16,16
QID29_Subquestion2_Answer17,17
QID29_Subquestion2_Answer18,18
QID29_Subquestion2_Answer19,19
QID29_Subquestion2_Answer20,20
QID29_Subquestion2_Answer21,21
QID29_Subquestion2_Answer22,22
QID29_Subquestion2_Answer23,23
QID29_Subquestion2_Answer24,24
QID29_Subquestion2_Answer25,25
QID29_Subquestion2_Answer26,26
QID29_Subquestion2_Answer27,27
QID29_Subquestion2_Answer28,28
QID29_Subquestion2_Answer29,29
QID29_Subquestion2_Answer30,30
QID29_Subquestion2_Answer31,31
QID29_Subquestion3_QuestionText,Jaar
QID29_Subquestion3_Choice1,Maak een keuze:
QID29_Subquestion3_Answer1,1900
QID29_Subquestion3_Answer2,1901
QID29_Subquestion3_Answer3,1902
QID29_Subquestion3_Answer4,1903
QID29_Subquestion3_Answer5,1904
QID29_Subquestion3_Answer6,1905
QID29_Subquestion3_Answer7,1906
QID29_Subquestion3_Answer8,1907
QID29_Subquestion3_Answer9,1908
QID29_Subquestion3_Answer10,1909
QID29_Subquestion3_Answer11,1910
QID29_Subquestion3_Answer12,1911
QID29_Subquestion3_Answer13,1912
QID29_Subquestion3_Answer14,1913
QID29_Subquestion3_Answer15,1914
QID29_Subquestion3_Answer16,1915
QID29_Subquestion3_Answer17,1916
QID29_Subquestion3_Answer18,1917
QID29_Subquestion3_Answer19,1918
QID29_Subquestion3_Answer20,1919
QID29_Subquestion3_Answer21,1920
QID29_Subquestion3_Answer22,1921
QID29_Subquestion3_Answer23,1922
QID29_Subquestion3_Answer24,1923
QID29_Subquestion3_Answer25,1924
QID29_Subquestion3_Answer26,1925
QID29_Subquestion3_Answer27,1926
QID29_Subquestion3_Answer28,1927
QID29_Subquestion3_Answer29,1928
QID29_Subquestion3_Answer30,1929
QID29_Subquestion3_Answer31,1930
QID29_Subquestion3_Answer32,1931
QID29_Subquestion3_Answer33,1932
QID29_Subquestion3_Answer34,1933
QID29_Subquestion3_Answer35,1934
QID29_Subquestion3_Answer36,1935
QID29_Subquestion3_Answer37,1936
QID29_Subquestion3_Answer38,1937
QID29_Subquestion3_Answer39,1938
QID29_Subquestion3_Answer40,1939
QID29_Subquestion3_Answer41,1940
QID29_Subquestion3_Answer42,1941
QID29_Subquestion3_Answer43,1942
QID29_Subquestion3_Answer44,1943
QID29_Subquestion3_Answer45,1944
QID29_Subquestion3_Answer46,1945
QID29_Subquestion3_Answer47,1946
QID29_Subquestion3_Answer48,1947
QID29_Subquestion3_Answer49,1948
QID29_Subquestion3_Answer50,1949
QID29_Subquestion3_Answer51,1950
QID29_Subquestion3_Answer52,1951
QID29_Subquestion3_Answer53,1952
QID29_Subquestion3_Answer54,1953
QID29_Subquestion3_Answer55,1954
QID29_Subquestion3_Answer56,1955
QID29_Subquestion3_Answer57,1956
QID29_Subquestion3_Answer58,1957
QID29_Subquestion3_Answer59,1958
QID29_Subquestion3_Answer60,1959
QID29_Subquestion3_Answer61,1960
QID29_Subquestion3_Answer62,1961
QID29_Subquestion3_Answer63,1962
QID29_Subquestion3_Answer64,1963
QID29_Subquestion3_Answer65,1964
QID29_Subquestion3_Answer66,1965
QID29_Subquestion3_Answer67,1966
QID29_Subquestion3_Answer68,1967
QID29_Subquestion3_Answer69,1968
QID29_Subquestion3_Answer70,1969
QID29_Subquestion3_Answer71,1970
QID29_Subquestion3_Answer72,1971
QID29_Subquestion3_Answer73,1972
QID29_Subquestion3_Answer74,1973
QID29_Subquestion3_Answer75,1974
QID29_Subquestion3_Answer76,1975
QID29_Subquestion3_Answer77,1976
QID29_Subquestion3_Answer78,1977
QID29_Subquestion3_Answer79,1978
QID29_Subquestion3_Answer80,1979
QID29_Subquestion3_Answer81,1980
QID29_Subquestion3_Answer82,1981
QID29_Subquestion3_Answer83,1982
QID29_Subquestion3_Answer84,1983
QID29_Subquestion3_Answer85,1984
QID29_Subquestion3_Answer86,1985
QID29_Subquestion3_Answer87,1986
QID29_Subquestion3_Answer88,1987
QID29_Subquestion3_Answer89,1988
QID29_Subquestion3_Answer90,1989
QID29_Subquestion3_Answer91,1990
QID29_Subquestion3_Answer92,1991
QID29_Subquestion3_Answer93,1992
QID29_Subquestion3_Answer94,1993
QID29_Subquestion3_Answer95,1994
QID29_Subquestion3_Answer96,1995
QID29_Subquestion3_Answer97,1996
QID29_Subquestion3_Answer98,1997
QID29_Subquestion3_Answer99,1998
QID29_Subquestion3_Answer100,1999
QID29_Subquestion3_Answer101,2000
QID29_Subquestion3_Answer102,2001
QID29_Subquestion3_Answer103,2002
QID29_Subquestion3_Answer104,2003
QID29_Subquestion3_Answer105,2004
QID29_Subquestion3_Answer106,2005
QID29_Subquestion3_Answer107,2006
QID29_Subquestion3_Answer108,2007
QID29_Subquestion3_Answer109,2008
QID29_Subquestion3_Answer110,2009
QID29_Subquestion3_Answer111,2010
QID29_Subquestion3_Answer112,2011
QID29_Subquestion3_Answer113,2012
QID29_Subquestion3_Answer114,2013
QID29_Subquestion3_Answer115,2014
QID29_Subquestion3_Answer116,2015
QID29_Subquestion3_Answer117,2016
QID29_Subquestion3_Answer118,2017
QID29_Subquestion3_Answer119,2018
QID29_Subquestion3_Answer120,2019
QID29_Subquestion3_Answer121,2020
QID29_Subquestion3_Answer122,2021
QID29_Subquestion3_Answer123,2022
QID29_Subquestion3_Answer124,2023
QID29_Subquestion3_Answer125,2024
QID29_Subquestion3_Answer126,2025
QID29_Subquestion3_Answer127,2026
QID29_Subquestion3_Answer128,2027
QID29_Subquestion3_Answer129,2028
QID29_Subquestion3_Answer130,2029
QID29_Subquestion3_Answer131,2030
QID29_Subquestion3_Answer132,2031
QID29_Subquestion3_Answer133,2032
QID29_Subquestion3_Answer134,2033
QID29_Subquestion3_Answer135,2034
QID29_Subquestion3_Answer136,2035
QID29_Subquestion3_Answer137,2036
QID29_Subquestion3_Answer138,2037
QID29_Subquestion3_Answer139,2038
QID29_Subquestion3_Answer140,2039
QID29_Subquestion3_Answer141,2040
QID29_Subquestion3_Answer142,2041
QID29_Subquestion3_Answer143,2042
QID29_Subquestion3_Answer144,2043
QID29_Subquestion3_Answer145,2044
QID29_Subquestion3_Answer146,2045
QID29_Subquestion3_Answer147,2046
QID29_Subquestion3_Answer148,2047
QID29_Subquestion3_Answer149,2048
QID29_Subquestion3_Answer150,2049
QID297_QuestionText,Is dit een geschatte datum?
QID297_Choice1,Dit is een geschatte datum
QID28_QuestionText,"Wat voor soort test was uw <span style=""color:#e74c3c;"">tweede</span> COVID-19 test?"
QID28_Choice1,"Neus, oppervlakkig (neusslijm van de neusvleugels, zonder diep in de neus en keel te gaan)"
QID28_Choice2,"Neus, diep (neusslijm van achteraan de neusvleugels, door diep in de neus en keel te gaan)<br />➘<br />➘<img src=""https://qfreeaccountssjc1.az1.qualtrics.com/CP/Graphic.php?IM=IM_1Y88OHV4v4cQAND"" style=""width: 270px; height: 207px;"" />"
QID28_Choice3,Keel
QID28_Choice4,Anders
QID30_QuestionText,"Wat was uw testuitslag?&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID30_Choice1,Positief
QID30_Choice2,Negatief
QID30_Choice3,Onduidelijk/Ik wacht nog op resultaten
QID331_QuestionText,"<br><div>Op welke datum werd u voor de&nbsp;<span style=""color: rgb(231, 76, 60);"">derde keer</span>&nbsp;getest?&nbsp;(als u de precieze datum niet meer herinnert, geef een schatting)&nbsp;<span style=""font-family: -webkit-standard; caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); font-size: 16px;""><span style=""color: rgb(231, 76, 60);"">*</span></span></div>"
QID331_Choice1,Maak een keuze:
QID331_Subquestion1_QuestionText,Maand
QID331_Subquestion1_Choice1,Maak een keuze:
QID331_Subquestion1_Answer1,januari
QID331_Subquestion1_Answer2,februari
QID331_Subquestion1_Answer3,maart
QID331_Subquestion1_Answer4,april
QID331_Subquestion1_Answer5,mei
QID331_Subquestion1_Answer6,juni
QID331_Subquestion1_Answer7,juli
QID331_Subquestion1_Answer8,augustus
QID331_Subquestion1_Answer9,september
QID331_Subquestion1_Answer10,oktober
QID331_Subquestion1_Answer11,november
QID331_Subquestion1_Answer12,december
QID331_Subquestion2_QuestionText,Dag
QID331_Subquestion2_Choice1,Maak een keuze:
QID331_Subquestion2_Answer1,1
QID331_Subquestion2_Answer2,2
QID331_Subquestion2_Answer3,3
QID331_Subquestion2_Answer4,4
QID331_Subquestion2_Answer5,5
QID331_Subquestion2_Answer6,6
QID331_Subquestion2_Answer7,7
QID331_Subquestion2_Answer8,8
QID331_Subquestion2_Answer9,9
QID331_Subquestion2_Answer10,10
QID331_Subquestion2_Answer11,11
QID331_Subquestion2_Answer12,12
QID331_Subquestion2_Answer13,13
QID331_Subquestion2_Answer14,14
QID331_Subquestion2_Answer15,15
QID331_Subquestion2_Answer16,16
QID331_Subquestion2_Answer17,17
QID331_Subquestion2_Answer18,18
QID331_Subquestion2_Answer19,19
QID331_Subquestion2_Answer20,20
QID331_Subquestion2_Answer21,21
QID331_Subquestion2_Answer22,22
QID331_Subquestion2_Answer23,23
QID331_Subquestion2_Answer24,24
QID331_Subquestion2_Answer25,25
QID331_Subquestion2_Answer26,26
QID331_Subquestion2_Answer27,27
QID331_Subquestion2_Answer28,28
QID331_Subquestion2_Answer29,29
QID331_Subquestion2_Answer30,30
QID331_Subquestion2_Answer31,31
QID331_Subquestion3_QuestionText,Jaar
QID331_Subquestion3_Choice1,Maak een keuze:
QID331_Subquestion3_Answer1,1900
QID331_Subquestion3_Answer2,1901
QID331_Subquestion3_Answer3,1902
QID331_Subquestion3_Answer4,1903
QID331_Subquestion3_Answer5,1904
QID331_Subquestion3_Answer6,1905
QID331_Subquestion3_Answer7,1906
QID331_Subquestion3_Answer8,1907
QID331_Subquestion3_Answer9,1908
QID331_Subquestion3_Answer10,1909
QID331_Subquestion3_Answer11,1910
QID331_Subquestion3_Answer12,1911
QID331_Subquestion3_Answer13,1912
QID331_Subquestion3_Answer14,1913
QID331_Subquestion3_Answer15,1914
QID331_Subquestion3_Answer16,1915
QID331_Subquestion3_Answer17,1916
QID331_Subquestion3_Answer18,1917
QID331_Subquestion3_Answer19,1918
QID331_Subquestion3_Answer20,1919
QID331_Subquestion3_Answer21,1920
QID331_Subquestion3_Answer22,1921
QID331_Subquestion3_Answer23,1922
QID331_Subquestion3_Answer24,1923
